"Engine","Line","Method"
"SentinelIntelligenceTools","public async Task<SolutionMetrics> GetSolutionMetrics(String projectName = null)","GetSolutionMetrics"
"SentinelIntelligenceTools","public async Task<CodeInventoryReport> GetCodeInventory(String filePath)","GetCodeInventory"
"SentinelIntelligenceTools","public async Task<Object> InspectSymbol(String filePath, String contextSnippet, String aspect, String lineBefore = null,","InspectSymbol"
"SentinelIntelligenceTools","public async Task<List<DiRegistration>> GetDiRegistrations(String projectName = null, String filePath = null, String lif","GetDiRegistrations"
"SentinelIntelligenceTools","public async Task<Object> GetCallGraph(String filePath, String methodName, String direction = \forward\, Int32 maxDepth ","GetCallGraph"
"SentinelIntelligenceTools","public async Task<String> MoveFileToNamespaceFolder(String filePath)","MoveFileToNamespaceFolder"
"SentinelIntelligenceTools","public async Task<Object> FindByName(String name, String kind, String projectName = null, String filePath = null, Boolea","FindByName"
"SentinelIntelligenceTools","public async Task<Object> GetPublicApiSurface(String projectName = null, Boolean persistBaseline = false, String filePat","GetPublicApiSurface"
"SentinelIntelligenceTools","public async Task<BestInsertionResult> GetBestInsertionPoint(String filePath, String containerName, String memberKind)","GetBestInsertionPoint"
"SentinelIntelligenceTools","public async Task<RenameImpactPreview> PreviewRenameImpact(String filePath, String symbolName, String contextSnippet = n","PreviewRenameImpact"
"SentinelIntelligenceTools","public async Task<Object> FindReferences(String filePath, String symbolName, String kind, String contextSnippet = null, ","FindReferences"
"SentinelIntelligenceTools","public async Task<VariableLifetimeReport> TraceVariableLifetime(String filePath, String variableName, Int32 lineNumber)","TraceVariableLifetime"
"SentinelIntelligenceTools","public async Task<Object> GetTypeInfo(String typeName, String include = \both\, String projectName = null, Boolean inclu","GetTypeInfo"
"SentinelIntelligenceTools","public async Task<List<ProjectFrameworkSummary>> GetProjectFrameworkSummary()","GetProjectFrameworkSummary"
"SentinelIntelligenceTools","public async Task<List<BreakingChange>> ScanBreakingChanges(List<PublicApiMember> baseline, String projectName = null, S","ScanBreakingChanges"
"SentinelIntelligenceTools","public async Task<List<DuplicateBlockGroup>> ScanDuplicateBlocksInClass(String filePath, String className, Int32 minStat","ScanDuplicateBlocksInClass"
"SentinelModernizationTools","public async Task<Dictionary<String, String>> InvertBooleanLogic(String filePath, String boolName)","InvertBooleanLogic"
"SentinelQualityTools","public async Task<TestCoverageMap> GetTestCoverageMap(String filePath, String methodName)","GetTestCoverageMap"
"SentinelQualityTools","public async Task<List<MigrationCandidateFinding>> ScanMigrationCandidates(String filePath = null, String projectName = ","ScanMigrationCandidates"
"SentinelQualityTools","public async Task<TestComplexityReport> GetMethodComplexity(String filePath, String methodName)","GetMethodComplexity"
"SentinelQualityTools","public async Task<AsyncMigrationProgressReport> GetAsyncMigrationProgress(String projectName = null, CancellationToken c","GetAsyncMigrationProgress"
"SentinelQualityTools","public async Task<BatchResultSummary> AsyncMigrate(String operation, AsyncMigrateInput input, CancellationToken cancella","AsyncMigrate"
"SentinelRefactoringTools","public async Task<String> SyncTypeAndFilename(String filePath)","SyncTypeAndFilename"
"SentinelRefactoringTools","public async Task<Object> ChangeSignature(String filePath, String methodName, Int32[] newParameterOrder, Boolean autoSta","ChangeSignature"
"SentinelRefactoringTools","public async Task<Object> RenameSymbol(String filePath, String symbolName, String contextSnippet, String newName, Boolea","RenameSymbol"
"SentinelRefactoringTools","public async Task<String> GenerateMapping(String filePath, String fromType, String toType)","GenerateMapping"
"SentinelRefactoringTools","public async Task<Dictionary<String, String>> ConvertAnonymousToNamed(String filePath, String newClassName)","ConvertAnonymousToNamed"
"SentinelRefactoringTools","public async Task<Dictionary<String, String>> InlineClass(String sourceFilePath, String targetFilePath, String className","InlineClass"
"SentinelRefactoringTools","public async Task<Object> MoveAllTypesToFiles(String scope, String scopeName = null, Boolean autoStage = true)","MoveAllTypesToFiles"
"SentinelRefactoringTools","public async Task<String> ReplaceMember(String filePath, String memberName, String newSource)","ReplaceMember"
"SentinelRefactoringTools","public async Task<String> RemoveMember(String filePath, String memberName)","RemoveMember"
"SentinelRefactoringTools","public async Task<Object> AddUsingDirective(String filePath, String namespaceName, Boolean autoStage = true)","AddUsingDirective"
"SentinelRefactoringTools","public async Task<Object> AddEnumValue(String filePath, String enumName, String valueName, Nullable<Int32> explicitValue","AddEnumValue"
"SentinelRefactoringTools","public async Task<String> InvertAssignments(String filePath, Int32 startLine, Int32 endLine)","InvertAssignments"
"SentinelRefactoringTools","public async Task<Object> PullUpMember(String filePath, String className, String memberName, Boolean autoStage = true)","PullUpMember"
"SentinelRefactoringTools","public async Task<Object> ChangeAccessibility(String filePath, String targetName, String accessibility, Boolean autoStag","ChangeAccessibility"
"SentinelRefactoringTools","public async Task<Object> AddSummaryComment(String filePath, String targetName, String summaryText, Boolean autoStage = ","AddSummaryComment"
"SentinelRefactoringTools","public async Task<Object> AddConstructorParameter(String filePath, String className, String paramName, String paramType,","AddConstructorParameter"
"SentinelRefactoringTools","public async Task<String> IntroduceParameterObject(String filePath, String methodName, String newTypeName = null, String","IntroduceParameterObject"
"SentinelRefactoringTools","public async Task<String> ExtractLocalVariable(String filePath, String contextSnippet, String variableName, String lineB","ExtractLocalVariable"
"SentinelRefactoringTools","public async Task<Object> ModifyAttribute(String filePath, String targetName, String attribute, String action, Boolean a","ModifyAttribute"
"SentinelRefactoringTools","public async Task<Object> ModifyModifier(String filePath, String targetName, String modifier, String action, Boolean aut","ModifyModifier"
"SentinelRefactoringTools","public async Task<Object> ModifyBaseType(String filePath, String typeName, String baseTypeName, String action, Boolean a","ModifyBaseType"
"SentinelRefactoringTools","public async Task<Object> Introduce(String filePath, String contextSnippet, String newName, String as, String lineBefore","Introduce"
"SentinelRefactoringTools","public async Task<Object> ExtractMembers(String filePath, String className, String as, String newTypeName = null, String","ExtractMembers"
"SentinelRefactoringTools","public async Task<Object> SyncInterface(String filePath, String interfaceName, String action, String className = null, S","SyncInterface"
"SentinelRefactoringTools","public async Task<Object> Inline(String filePath, String targetName, String kind, String methodName = null)","Inline"
"SentinelRefactoringTools","public async Task<Object> AddMember(String filePath, String containerName, String newMemberSource, String position = nul","AddMember"
"SentinelRefactoringTools","public async Task<Object> AddMemberTyped(String filePath, String containerName, String name, String type, String kind, S","AddMemberTyped"
"SentinelRefactoringTools","public async Task<Object> WrapRange(String filePath, Int32 startLine, Int32 endLine, String wrapper, String name = null,","WrapRange"
"SentinelRefactoringTools","public async Task<Object> MoveType(String filePath, String typeName, String destination, Boolean autoStage = true)","MoveType"
"SentinelScanTools","public async Task<Object> Scan(String detector, String scope, String scopeName = null, CancellationToken cancellationTok","Scan"
"SentinelScanTools","public Task<Object> DescribeScanDetectors(String domain = null, String detector = null)","DescribeScanDetectors"
"SentinelScanTools","public async Task<Object> AnalyzeMethod(String filePath, String methodName, String aspect)","AnalyzeMethod"
"SentinelWorkspaceTools","public Object Features(String action, List<String> names = null, List<KeyValuePair<String, Boolean>> enabled = null)","Features"
"SentinelWorkspaceTools","public async Task<Object> List(String kind, String projectName = null)","List"
"SentinelWorkspaceTools","public async Task<String> LoadSolution(String solutionPath)","LoadSolution"
"SentinelWorkspaceTools","public async Task<HealthReport> Diagnose(String solutionPath = null, Boolean verbose = false)","Diagnose"
"SentinelWorkspaceTools","public List<String> GetExternalChanges()","GetExternalChanges"
"SentinelWorkspaceTools","public Void AcknowledgeSync()","AcknowledgeSync"
"SentinelWorkspaceTools","public async Task<Object> ProposedChange(String format, String action, Dictionary<String, String> changes = null, String","ProposedChange"
"SentinelWorkspaceTools","public async Task<ApplyChangesResult> RetryFailedChanges(List<String> specificFiles = null, Int32 retryCount = 3)","RetryFailedChanges"
"SentinelWorkspaceTools","public async Task<Object> StagedChange(String action, String changeId, Int32 retryCount = 3)","StagedChange"
"SentinelWorkspaceTools","public async Task<Object> GetDiagnostics(String scope, String scopeName = null, Boolean summarize = false, Int32 maxDeta","GetDiagnostics"
"SentinelWorkspaceTools","public async Task<String> SafeDelete(String filePath, Int32 line, Int32 column)","SafeDelete"
"SentinelWorkspaceTools","public async Task<String> CreateProject(String projectName, String projectType = \console\)","CreateProject"
"SentinelWorkspaceTools","public async Task<String> SplitProjectByFolder(String sourceProjectName, String folderName, String targetProjectName)","SplitProjectByFolder"
"SentinelWorkspaceTools","public async Task<String> GetMethodSource(String filePath, String methodName)","GetMethodSource"
"SentinelWorkspaceTools","public async Task<List<OutlineItem>> GetFileOutline(String filePath)","GetFileOutline"
"SentinelWorkspaceTools","public async Task<List<TextSearchMatch>> SearchSolutionText(String pattern, Boolean isRegex = false, String fileGlob = n","SearchSolutionText"
"SentinelWorkspaceTools","public async Task<OperationDetailResult> GetOperationDetail(String changeId, String filter = null, Int32 maxItems = 50)","GetOperationDetail"
"SentinelWorkspaceTools","public async Task<String> UndoLastApply(String changeId)","UndoLastApply"
"SentinelWorkspaceTools","public String ResetBreaker()","ResetBreaker"
"SentinelWorkspaceTools","public BreakerStatusReport GetBreakerStatus()","GetBreakerStatus"
"SolutionManagementEngine","public async Task<String> CreateProjectAsync(String projectName, String projectType = \console\, CancellationToken cance","CreateProjectAsync"
"SolutionManagementEngine","public async Task<String> SplitProjectByFolderAsync(String sourceProjectName, String folderName, String targetProjectNam","SplitProjectByFolderAsync"
"SolutionMetrics","public String ToString()","ToString"
"SolutionMetrics","public Int32 GetHashCode()","GetHashCode"
"SolutionMetrics","public Boolean Equals(Object obj)","Equals"
"SolutionMetrics","public Boolean Equals(SolutionMetrics other)","Equals"
"SolutionMetrics","public SolutionMetrics <Clone>$()","<Clone>$"
"SolutionMetrics","public Void Deconstruct(Int32& ProjectCount, Int32& TotalFiles, Int64& TotalLines, Int32& TotalTypes, Int32& TotalMethod","Deconstruct"
"SourceTransformResult","public String ToString()","ToString"
"SourceTransformResult","public Int32 GetHashCode()","GetHashCode"
"SourceTransformResult","public Boolean Equals(Object obj)","Equals"
"SourceTransformResult","public Boolean Equals(SourceTransformResult other)","Equals"
"SourceTransformResult","public SourceTransformResult <Clone>$()","<Clone>$"
"SourceTransformResult","public Void Deconstruct(String& UpdatedSource, Boolean& WroteToFile, Boolean& WorkspaceUpdated, String& FilePath)","Deconstruct"
"SpanParsingRewriter","public SyntaxNode VisitInvocationExpression(InvocationExpressionSyntax node)","VisitInvocationExpression"
"StackOverflowEngine","public async Task<StackOverflowReport> AnalyzeStackOverflowRisksAsync(String filePath, Boolean includeInformational = fa","AnalyzeStackOverflowRisksAsync"
"StackOverflowFinding","public String ToString()","ToString"
"StackOverflowFinding","public Int32 GetHashCode()","GetHashCode"
"StackOverflowFinding","public Boolean Equals(Object obj)","Equals"
"StackOverflowFinding","public Boolean Equals(StackOverflowFinding other)","Equals"
"StackOverflowFinding","public StackOverflowFinding <Clone>$()","<Clone>$"
"StackOverflowFinding","public Void Deconstruct(String& Kind, StackOverflowRisk& Risk, String& FilePath, Int32& LineNumber, String& ContainingMe","Deconstruct"
"StackOverflowReport","public String ToString()","ToString"
"StackOverflowReport","public Int32 GetHashCode()","GetHashCode"
"StackOverflowReport","public Boolean Equals(Object obj)","Equals"
"StackOverflowReport","public Boolean Equals(StackOverflowReport other)","Equals"
"StackOverflowReport","public StackOverflowReport <Clone>$()","<Clone>$"
"StackOverflowReport","public Void Deconstruct(String& FilePath, Int32& DefiniteCount, Int32& SuspiciousCount, Int32& InformationalCount, List`","Deconstruct"
"StagedChangeSummary","public String ToString()","ToString"
"StagedChangeSummary","public Int32 GetHashCode()","GetHashCode"
"StagedChangeSummary","public Boolean Equals(Object obj)","Equals"
"StagedChangeSummary","public Boolean Equals(StagedChangeSummary other)","Equals"
"StagedChangeSummary","public StagedChangeSummary <Clone>$()","<Clone>$"
"StagedChangeSummary","public Void Deconstruct(String& ChangeId, List`1& AffectedFiles, String& Description)","Deconstruct"
"StandardRefactoringEngine","public async Task<String> ConvertMethodToPropertyAsync(String filePath, String methodName, CancellationToken cancellatio","ConvertMethodToPropertyAsync"
"StandardRefactoringEngine","public async Task<String> MakeMethodStaticAsync(String filePath, String methodName, CancellationToken cancellationToken ","MakeMethodStaticAsync"
"StandardRefactoringEngine","public async Task<String> InvertBooleanAsync(String filePath, String boolName, CancellationToken cancellationToken = nul","InvertBooleanAsync"
"StatementWindow","public String ToString()","ToString"
"StatementWindow","public Int32 GetHashCode()","GetHashCode"
"StatementWindow","public Boolean Equals(Object obj)","Equals"
"StatementWindow","public Boolean Equals(StatementWindow other)","Equals"
"StatementWindow","public StatementWindow <Clone>$()","<Clone>$"
"StatementWindow","public Void Deconstruct(String& Hash, StatementSyntax[]& Statements, String& FilePath, String& MethodName, String& Conta","Deconstruct"
"StructuralRefinementEngine","public async Task<String> SyncTypeAndFilenameAsync(String filePath, CancellationToken cancellationToken = null)","SyncTypeAndFilenameAsync"
"StructuralRefinementEngine","public async Task<String> SafeDeleteSymbolAsync(String filePath, Int32 line, Int32 column, CancellationToken cancellatio","SafeDeleteSymbolAsync"
"StructuralRefinementEngine","public async Task<Dictionary<String, String>> PullUpMemberAsync(String filePath, String className, String memberName, Ca","PullUpMemberAsync"
"StructuralRefinementEngine","public async Task<Dictionary<String, String>> PushMembersDownAsync(String filePath, String className, String memberName,","PushMembersDownAsync"
"SwitchCaseInfo","public String ToString()","ToString"
"SwitchCaseInfo","public Int32 GetHashCode()","GetHashCode"
"SwitchCaseInfo","public Boolean Equals(Object obj)","Equals"
"SwitchCaseInfo","public Boolean Equals(SwitchCaseInfo other)","Equals"
"SwitchCaseInfo","public SwitchCaseInfo <Clone>$()","<Clone>$"
"SwitchCaseInfo","public Void Deconstruct(String& CaseLabel, List`1& AssignedVariables, Boolean& HasMultipleAssignments)","Deconstruct"
"SwitchConversionAnalysis","public String ToString()","ToString"
"SwitchConversionAnalysis","public Int32 GetHashCode()","GetHashCode"
"SwitchConversionAnalysis","public Boolean Equals(Object obj)","Equals"
"SwitchConversionAnalysis","public Boolean Equals(SwitchConversionAnalysis other)","Equals"
"SwitchConversionAnalysis","public SwitchConversionAnalysis <Clone>$()","<Clone>$"
"SwitchConversionAnalysis","public Void Deconstruct(Boolean& IsSafeToConvert, Int32& TotalCases, List`1& Cases, String& BlockingReason)","Deconstruct"
"SwitchConversionRewriter","public SyntaxNode VisitIfStatement(IfStatementSyntax node)","VisitIfStatement"
"SymbolHoverInfo","public String ToString()","ToString"
"SymbolHoverInfo","public Int32 GetHashCode()","GetHashCode"
"SymbolHoverInfo","public Boolean Equals(Object obj)","Equals"
"SymbolHoverInfo","public Boolean Equals(SymbolHoverInfo other)","Equals"
"SymbolHoverInfo","public SymbolHoverInfo <Clone>$()","<Clone>$"
"SymbolHoverInfo","public Void Deconstruct(String& Name, String& Kind, String& FullSignature, String& ContainingType, String& ContainingNam","Deconstruct"
"SymbolNavigationEngine","public async Task<SymbolHoverInfo> GetSymbolInfoAsync(String filePath, String contextSnippet, String lineBefore = null, ","GetSymbolInfoAsync"
"SymbolNavigationEngine","public async Task<List<ImplementationInfo>> FindAllImplementationsAsync(String typeName, String projectName = null, Canc","FindAllImplementationsAsync"
"SymbolNavigationEngine","public async Task<List<TypeMemberDetail>> GetTypeMembersDetailAsync(String typeName, String projectName = null, Boolean ","GetTypeMembersDetailAsync"
"SymbolNavigationEngine","public async Task<List<InterfaceImplementorCoverage>> VerifyInterfaceCompletenessAsync(String interfaceName, String proj","VerifyInterfaceCompletenessAsync"
"SymbolNavigationEngine","public async Task<List<ExtensionMethodInfo>> FindExtensionMethodsAsync(String targetTypeName, String projectName = null,","FindExtensionMethodsAsync"
"SymbolNavigationEngine","public async Task<List<ReadonlyFieldCandidate>> FindReadonlyFieldCandidatesAsync(String filePath, CancellationToken ct =","FindReadonlyFieldCandidatesAsync"
"SymbolNavigationEngine","public async Task<CallGraphNode> GetCallGraphAsync(String filePath, String methodName, Int32 maxDepth = 3, CancellationT","GetCallGraphAsync"
"SymbolNavigationEngine","public async Task<ReverseCallGraphNode> GetReverseCallGraphAsync(String filePath, String methodName, Int32 maxDepth = 3,","GetReverseCallGraphAsync"
"SymbolNavigationEngine","public async Task<List<CallerInfo>> FindCallersAsync(String filePath, String symbolName, String contextSnippet = null, S","FindCallersAsync"
"SymbolNavigationEngine","public async Task<List<ImplementationInfo>> FindImplementationsForMemberAsync(String filePath, String symbolName, String","FindImplementationsForMemberAsync"
"SymbolNavigationEngine","public async Task<VariableLifetimeReport> TraceVariableLifetimeAsync(String filePath, String variableName, Int32 lineNum","TraceVariableLifetimeAsync"
"SymbolNavigationEngine","public async Task<TypeHierarchyReport> GetTypeHierarchyAsync(String typeName, String projectName = null, CancellationTok","GetTypeHierarchyAsync"
"SyntaxUpgradeEngine","public async Task<String> UpgradeToModernGuardsAsync(String filePath, CancellationToken ct = null)","UpgradeToModernGuardsAsync"
"SyntaxUpgradeEngine","public async Task<String> AddBracesAsync(String filePath, CancellationToken ct = null)","AddBracesAsync"
"SyntaxUpgradeEngine","public async Task<String> UpgradePatternMatchingAsync(String filePath, CancellationToken ct = null)","UpgradePatternMatchingAsync"
"SyntaxUpgradeEngine","public async Task<String> UseNameofExpressionAsync(String filePath, String contextSnippet, String lineBefore = null, Str","UseNameofExpressionAsync"
"SyntaxUpgradeEngine","public async Task<String> ConvertSwitchToExpressionAsync(String filePath, String methodName, CancellationToken ct = null","ConvertSwitchToExpressionAsync"
"SyntaxUpgradeEngine","public async Task<String> ConvertSwitchExpressionToStatementAsync(String filePath, CancellationToken ct = null)","ConvertSwitchExpressionToStatementAsync"
"SyntaxUpgradeEngine","public async Task<String> CleanupImplicitSpansAsync(String filePath, CancellationToken ct = null)","CleanupImplicitSpansAsync"
"SyntaxUpgradeEngine","public async Task<String> UseFieldBackedPropertiesAsync(String filePath, CancellationToken ct = null)","UseFieldBackedPropertiesAsync"
"SyntaxUpgradeEngine","public async Task<String> UpgradeToPrimaryConstructorAsync(String filePath, String className, CancellationToken ct = nul","UpgradeToPrimaryConstructorAsync"
"SyntaxUpgradeEngine","public async Task<String> UpgradeToFileScopedNamespaceAsync(String filePath, CancellationToken ct = null)","UpgradeToFileScopedNamespaceAsync"
"SyntaxUpgradeEngine","public async Task<String> UseExceptionExpressionsAsync(String filePath, String methodName, CancellationToken ct = null)","UseExceptionExpressionsAsync"
"TestComplexityReport","public String ToString()","ToString"
"TestComplexityReport","public Int32 GetHashCode()","GetHashCode"
"TestComplexityReport","public Boolean Equals(Object obj)","Equals"
"TestComplexityReport","public Boolean Equals(TestComplexityReport other)","Equals"
"TestComplexityReport","public TestComplexityReport <Clone>$()","<Clone>$"
"TestComplexityReport","public Void Deconstruct(String& MethodName, Int32& CyclomaticComplexity, List`1& ConditionalsToTest)","Deconstruct"
"TestCoverageMap","public String ToString()","ToString"
"TestCoverageMap","public Int32 GetHashCode()","GetHashCode"
"TestCoverageMap","public Boolean Equals(Object obj)","Equals"
"TestCoverageMap","public Boolean Equals(TestCoverageMap other)","Equals"
"TestCoverageMap","public TestCoverageMap <Clone>$()","<Clone>$"
"TestCoverageMap","public Void Deconstruct(String& MethodName, List`1& BranchesToTest, List`1& CoveringTests, Boolean& HasAnyCoverage)","Deconstruct"
"TestingEngine","public async Task<TestComplexityReport> CalculateComplexityAsync(String filePath, String methodName, CancellationToken c","CalculateComplexityAsync"
"TestingEngine","public async Task<TestSkeletonReport> GenerateTestSkeletonAsync(String filePath, String className, String framework = \N","GenerateTestSkeletonAsync"
"TestingEngine","public async Task<TestScaffoldResult> GenerateTestScaffoldAsync(String filePath, String className, CancellationToken ct ","GenerateTestScaffoldAsync"
"TestingEngine","public async Task<String> AddBenchmarkStubAsync(String filePath, String className, String methodName, CancellationToken ","AddBenchmarkStubAsync"
"TestScaffoldResult","public String ToString()","ToString"
"TestScaffoldResult","public Int32 GetHashCode()","GetHashCode"
"TestScaffoldResult","public Boolean Equals(Object obj)","Equals"
"TestScaffoldResult","public Boolean Equals(TestScaffoldResult other)","Equals"
"TestScaffoldResult","public TestScaffoldResult <Clone>$()","<Clone>$"
"TestScaffoldResult","public Void Deconstruct(String& ClassName, String& TestClassName, String& Namespace, String& Code, String& Error)","Deconstruct"
"TestSkeletonReport","public String ToString()","ToString"
"TestSkeletonReport","public Int32 GetHashCode()","GetHashCode"
"TestSkeletonReport","public Boolean Equals(Object obj)","Equals"
"TestSkeletonReport","public Boolean Equals(TestSkeletonReport other)","Equals"
"TestSkeletonReport","public TestSkeletonReport <Clone>$()","<Clone>$"
"TestSkeletonReport","public Void Deconstruct(String& FilePath, String& Content)","Deconstruct"
"TextSearchMatch","public String ToString()","ToString"
"TextSearchMatch","public Int32 GetHashCode()","GetHashCode"
"TextSearchMatch","public Boolean Equals(Object obj)","Equals"
"TextSearchMatch","public Boolean Equals(TextSearchMatch other)","Equals"
"TextSearchMatch","public TextSearchMatch <Clone>$()","<Clone>$"
"TextSearchMatch","public Void Deconstruct(String& FilePath, Int32& Line, Int32& Column, String& Preview)","Deconstruct"
"ThreadSafetyEngine","public async Task<String> MakeMethodThreadSafeAsync(String filePath, String methodName, String lockFieldName = \_lock\, ","MakeMethodThreadSafeAsync"
"ThreadSafetyEngine","public async Task<String> ConvertLockToSemaphoreSlimAsync(String filePath, String methodName, CancellationToken cancella","ConvertLockToSemaphoreSlimAsync"
"ThreadSafetyEngine","public async Task<List<String>> FindUnsafeLazyInitAsync(String projectName = null, String filePath = null, CancellationT","FindUnsafeLazyInitAsync"
"ThreadSafetyEngine","public async Task<List<String>> FindCasLoopWithoutBackoffAsync(String projectName = null, String filePath = null, Cancel","FindCasLoopWithoutBackoffAsync"
"ThreadSafetyEngine","public async Task<List<String>> FindDoubleCheckedLockingAsync(String projectName = null, String filePath = null, Cancell","FindDoubleCheckedLockingAsync"
"ThreadSafetyEngine","public async Task<List<String>> FindCheckThenActOnDictionaryAsync(String projectName = null, String filePath = null, Can","FindCheckThenActOnDictionaryAsync"
"ThreadSleepRewriter","public SyntaxNode VisitInvocationExpression(InvocationExpressionSyntax node)","VisitInvocationExpression"
"ThrowExpressionRewriter","public SyntaxNode VisitBlock(BlockSyntax node)","VisitBlock"
"ThrowSiteInfo","public String ToString()","ToString"
"ThrowSiteInfo","public Int32 GetHashCode()","GetHashCode"
"ThrowSiteInfo","public Boolean Equals(Object obj)","Equals"
"ThrowSiteInfo","public Boolean Equals(ThrowSiteInfo other)","Equals"
"ThrowSiteInfo","public ThrowSiteInfo <Clone>$()","<Clone>$"
"ThrowSiteInfo","public Void Deconstruct(String& FilePath, Int32& Line, Int32& Column, String& ExceptionType, String& ContainingMethod, B","Deconstruct"
"TimeAbstractionRewriter","public SyntaxNode VisitMemberAccessExpression(MemberAccessExpressionSyntax node)","VisitMemberAccessExpression"
"TodoCommentFinding","public String ToString()","ToString"
"TodoCommentFinding","public Int32 GetHashCode()","GetHashCode"
"TodoCommentFinding","public Boolean Equals(Object obj)","Equals"
"TodoCommentFinding","public Boolean Equals(TodoCommentFinding other)","Equals"
"TodoCommentFinding","public TodoCommentFinding <Clone>$()","<Clone>$"
"TodoCommentFinding","public Void Deconstruct(String& FilePath, Int32& Line, String& Kind, String& Text)","Deconstruct"
"ToolEntry","public String ToString()","ToString"
"ToolEntry","public Int32 GetHashCode()","GetHashCode"
"ToolEntry","public Boolean Equals(Object obj)","Equals"
"ToolEntry","public Boolean Equals(ToolEntry other)","Equals"
"ToolEntry","public ToolEntry <Clone>$()","<Clone>$"
"ToolEntry","public Void Deconstruct(String& Name, String& Description, String& Module, MethodInfo& Method, Type& ToolType)","Deconstruct"
"TypeHierarchyEntry","public String ToString()","ToString"
"TypeHierarchyEntry","public Int32 GetHashCode()","GetHashCode"
"TypeHierarchyEntry","public Boolean Equals(Object obj)","Equals"
"TypeHierarchyEntry","public Boolean Equals(TypeHierarchyEntry other)","Equals"
"TypeHierarchyEntry","public TypeHierarchyEntry <Clone>$()","<Clone>$"
"TypeHierarchyEntry","public Void Deconstruct(String& TypeName, String& FilePath, Nullable`1& Line, String& Kind)","Deconstruct"
"TypeHierarchyReport","public String ToString()","ToString"
"TypeHierarchyReport","public Int32 GetHashCode()","GetHashCode"
"TypeHierarchyReport","public Boolean Equals(Object obj)","Equals"
"TypeHierarchyReport","public Boolean Equals(TypeHierarchyReport other)","Equals"
"TypeHierarchyReport","public TypeHierarchyReport <Clone>$()","<Clone>$"
"TypeMemberDetail","public String ToString()","ToString"
"TypeMemberDetail","public Int32 GetHashCode()","GetHashCode"
"TypeMemberDetail","public Boolean Equals(Object obj)","Equals"
"TypeMemberDetail","public Boolean Equals(TypeMemberDetail other)","Equals"
"TypeMemberDetail","public TypeMemberDetail <Clone>$()","<Clone>$"
"TypeMemberDetail","public Void Deconstruct(String& Name, String& Kind, String& Signature, String& Accessibility, Boolean& IsInherited, Bool","Deconstruct"
"UniversalRefactoringLibrary","public async Task<String> RunRefactoringAsync(String filePath, String refactoringId, CancellationToken cancellationToken","RunRefactoringAsync"
"UnregisteredServiceFinding","public String ToString()","ToString"
"UnregisteredServiceFinding","public Int32 GetHashCode()","GetHashCode"
"UnregisteredServiceFinding","public Boolean Equals(Object obj)","Equals"
"UnregisteredServiceFinding","public Boolean Equals(UnregisteredServiceFinding other)","Equals"
"UnregisteredServiceFinding","public UnregisteredServiceFinding <Clone>$()","<Clone>$"
"UnregisteredServiceFinding","public Void Deconstruct(String& ConsumerClass, String& ConsumerFile, Int32& Line, String& MissingType, String& Construct","Deconstruct"
"UpliftBatchResult","public String ToString()","ToString"
"UpliftBatchResult","public Int32 GetHashCode()","GetHashCode"
"UpliftBatchResult","public Boolean Equals(Object obj)","Equals"
"UpliftBatchResult","public Boolean Equals(UpliftBatchResult other)","Equals"
"UpliftBatchResult","public UpliftBatchResult <Clone>$()","<Clone>$"
"UpliftBatchResult","public Void Deconstruct(List`1& Uplifted, List`1& Skipped, Int32& RemainingCallers, String& StopReason)","Deconstruct"
"UpliftCallerInfo","public String ToString()","ToString"
"UpliftCallerInfo","public Int32 GetHashCode()","GetHashCode"
"UpliftCallerInfo","public Boolean Equals(Object obj)","Equals"
"UpliftCallerInfo","public Boolean Equals(UpliftCallerInfo other)","Equals"
"UpliftCallerInfo","public UpliftCallerInfo <Clone>$()","<Clone>$"
"UpliftCallerInfo","public Void Deconstruct(String& FilePath, String& CallerMethod, String& CallerAsyncMethod)","Deconstruct"
"UpliftSkippedInfo","public String ToString()","ToString"
"UpliftSkippedInfo","public Int32 GetHashCode()","GetHashCode"
"UpliftSkippedInfo","public Boolean Equals(Object obj)","Equals"
"UpliftSkippedInfo","public Boolean Equals(UpliftSkippedInfo other)","Equals"
"UpliftSkippedInfo","public UpliftSkippedInfo <Clone>$()","<Clone>$"
"UpliftSkippedInfo","public Void Deconstruct(String& FilePath, String& CallerMethod, String& Reason, List`1& Diagnostics)","Deconstruct"
"UsingsCleanupResult","public String ToString()","ToString"
"UsingsCleanupResult","public Int32 GetHashCode()","GetHashCode"
"UsingsCleanupResult","public Boolean Equals(Object obj)","Equals"
"UsingsCleanupResult","public Boolean Equals(UsingsCleanupResult other)","Equals"
"UsingsCleanupResult","public UsingsCleanupResult <Clone>$()","<Clone>$"
"UsingsCleanupResult","public Void Deconstruct(Int32& OriginalCount, Int32& RemovedDuplicates, String& UpdatedContent, Boolean& WrittenToDisk)","Deconstruct"
"ValidationEngine","public async Task<DiagnosticReport> ValidateDiffAsync(String filePath, String unifiedDiff, CancellationToken cancellatio","ValidateDiffAsync"
"ValidationEngine","public async Task<DiagnosticReport> ValidateChangesAsync(Dictionary<String, String> fileChanges, CancellationToken cance","ValidateChangesAsync"
"VariableAccess","public String ToString()","ToString"
"VariableAccess","public Int32 GetHashCode()","GetHashCode"
"VariableAccess","public Boolean Equals(Object obj)","Equals"
"VariableAccess","public Boolean Equals(VariableAccess other)","Equals"
"VariableAccess","public VariableAccess <Clone>$()","<Clone>$"
