Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Source code,Lines of Executable code
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine,"ConvertMethodToPropertyAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",49,10,,34,55,19
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine,"MakeMethodStaticAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",47,13,,28,62,22
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StandardRefactoringEngine,"InvertBooleanAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",78,1,,5,13,2
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine, ,60,17,1,36,132,43
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,StructuralRefinementEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,"SyncTypeAndFilenameAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",51,6,,22,49,18
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,"SafeDeleteSymbolAsync(FilePath, int, int, CancellationToken) : Task<DocumentEditResult>",49,8,,28,54,20
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,"PullUpMemberAsync(FilePath, string, string, CancellationToken) : Task<Dictionary<FilePath, string>>",89,1,,4,8,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,StructuralRefinementEngine,"PushMembersDownAsync(FilePath, string, string, CancellationToken) : Task<Dictionary<FilePath, string>>",89,1,,4,8,2
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchCaseInfo, ,100,1,1,1,4,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchCaseInfo,"SwitchCaseInfo(string, List<string>, bool)",100,1,,1,4,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchCaseInfo,CaseLabel : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchCaseInfo,AssignedVariables : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchCaseInfo,HasMultipleAssignments : bool,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis, ,100,1,1,2,5,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis,"SwitchConversionAnalysis(bool, int, List<SwitchCaseInfo>, string?)",100,1,,2,5,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis,IsSafeToConvert : bool,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis,TotalCases : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis,Cases : List<SwitchCaseInfo>,100,0,,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SwitchConversionAnalysis,BlockingReason : string?,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo, ,100,1,1,2,13,4
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,"SymbolHoverInfo(string, string, string, string?, string?, string?, string, string?, Nullable<int>, List<string>, string?)",87,1,,2,13,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Name : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Kind : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,FullSignature : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,ContainingType : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,ContainingNamespace : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Documentation : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Accessibility : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,DefinedInFile : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,DefinedAtLine : Nullable<int>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Modifiers : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolHoverInfo,Error : string?,100,0,,0,1,1
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation, ,100,1,1,0,28,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,"SymbolLocation(string, string?, string, string?, string, string, string, string?, string?, string)",100,1,,0,28,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,Name : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,SymbolId : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,ProjectName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,SessionId : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,FullyQualifiedName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,SymbolKind : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,Signature : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,ContainingType : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,ContainingNamespace : string?,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolLocation,Accessibility : string,100,0,,0,2,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine, ,42,356,1,122,1831,713
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,_logger : ILogger<SymbolNavigationEngine>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"SymbolNavigationEngine(PersistentWorkspaceManager, ILogger<SymbolNavigationEngine>)",85,1,,2,5,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"LocateSymbolAsync(string, string, string?, bool, CancellationToken) : Task<List<SymbolLocation>>",41,15,,35,118,34
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"MatchesKindFilter(ISymbol, string) : bool",86,1,,3,17,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"GetSymbolInfoAsync(FilePath, string, string?, string?, CancellationToken) : Task<SymbolHoverInfo?>",31,36,,44,206,61
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,ErrorHoverInfo(string) : SymbolHoverInfo,88,1,,3,14,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"FindAllImplementationsAsync(string, string?, CancellationToken) : Task<List<ImplementationInfo>>",42,18,,28,74,33
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"GetTypeMembersDetailAsync(string, string?, bool, CancellationToken) : Task<List<TypeMemberDetail>>",41,18,,32,89,37
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"VerifyInterfaceCompletenessAsync(string, string?, CancellationToken) : Task<List<InterfaceImplementorCoverage>>",45,10,,28,63,29
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"FindExtensionMethodsAsync(string, string?, CancellationToken) : Task<List<ExtensionMethodInfo>>",30,38,,50,141,69
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"FindReadonlyFieldCandidatesAsync(FilePath, CancellationToken) : Task<List<ReadonlyFieldCandidate>>",45,11,,37,62,27
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"GetCallGraphAsync(FilePath, string, int, CancellationToken) : Task<CallGraphNode?>",48,8,,22,46,25
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"BuildCallGraphNodeAsync(IMethodSymbol, Solution, int, int, HashSet<string>, CancellationToken) : Task<CallGraphNode>",40,23,,34,91,40
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"GetReverseCallGraphAsync(FilePath, string, int, CancellationToken) : Task<ReverseCallGraphNode?>",48,8,,22,46,25
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"BuildReverseCallGraphNodeAsync(IMethodSymbol, Solution, int, int, HashSet<string>, CancellationToken) : Task<ReverseCallGraphNode>",38,25,,28,105,46
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"FindCallersAsync(string?, string, string?, string?, string?, CancellationToken) : Task<List<CallerInfo>>",34,24,,40,139,59
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"FindImplementationsForMemberAsync(string?, string, string?, string?, string?, CancellationToken) : Task<List<ImplementationInfo>>",40,17,,35,106,40
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"TraceVariableLifetimeAsync(FilePath, string, int, CancellationToken) : Task<VariableLifetimeReport>",28,36,,48,198,83
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"DetermineAccessKind(SyntaxNode?, string) : string",50,12,,13,54,22
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,BuildContextStack(SyntaxNode?) : string,61,15,,7,29,7
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,IsInsideLoop(SyntaxNode?) : bool,83,2,,5,6,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,IsInsideConditional(SyntaxNode?) : bool,83,2,,5,5,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"ResolveSymbolByNameAsync(Solution, string, string?, CancellationToken) : Task<ISymbol?>",46,14,,24,87,31
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SymbolNavigationEngine,"GetTypeHierarchyAsync(string, string?, CancellationToken) : Task<TypeHierarchyReport>",39,21,,29,102,37
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine, ,44,140,1,88,1123,344
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,_config : SentinelConfiguration,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"SyntaxUpgradeEngine(PersistentWorkspaceManager, SentinelConfiguration)",85,1,,2,5,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UpgradeToModernGuardsAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",52,6,,16,56,17
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"AddBracesAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",53,5,,16,44,15
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UpgradePatternMatchingAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",53,5,,16,44,15
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UseNameofExpressionAsync(FilePath, string, string?, string?, CancellationToken) : Task<DocumentEditResult>",47,7,,26,58,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"ConvertSwitchToExpressionAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",45,10,,34,67,26
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"ConvertSwitchExpressionToStatementAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",58,4,,13,32,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"CleanupImplicitSpansAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",53,5,,16,44,15
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UseFieldBackedPropertiesAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",30,31,,42,184,71
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,IsAutoProperty(PropertyDeclarationSyntax) : bool,79,3,,9,3,2
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UpgradeToPrimaryConstructorAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",28,33,,46,225,86
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UpgradeToFileScopedNamespaceAsync(FilePath, CancellationToken) : Task<DocumentEditResult>",50,6,,25,63,18
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine,"UseExceptionExpressionsAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",37,24,,37,129,43
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.BracesRewriter, ,63,6,3,7,23,8
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.BracesRewriter,VisitIfStatement(IfStatementSyntax) : SyntaxNode?,63,6,,7,20,8
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.FieldToParamRewriter, ,79,3,3,6,19,5
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.FieldToParamRewriter,"_map : Dictionary<string, string>",100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.FieldToParamRewriter,"FieldToParamRewriter(Dictionary<string, string>)",96,1,,2,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.FieldToParamRewriter,VisitIdentifierName(IdentifierNameSyntax) : SyntaxNode?,73,2,,6,10,4
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ImplicitSpanRewriter, ,75,3,3,8,11,3
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ImplicitSpanRewriter,VisitInvocationExpression(InvocationExpressionSyntax) : SyntaxNode?,75,3,,8,8,3
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ModernGuardRewriter, ,54,27,3,26,68,23
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ModernGuardRewriter,ChangesMade : bool,100,2,,0,4,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ModernGuardRewriter,ChangesMade.get() : bool,100,1,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ModernGuardRewriter,ChangesMade.set(bool) : void,100,1,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.ModernGuardRewriter,VisitIfStatement(IfStatementSyntax) : SyntaxNode?,44,25,,26,60,23
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.PatternMatchingRewriter, ,56,11,3,24,25,11
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,SyntaxUpgradeEngine.PatternMatchingRewriter,VisitIfStatement(IfStatementSyntax) : SyntaxNode?,56,11,,24,22,11
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap, ,100,1,1,2,5,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap,"TestCoverageMap(string, List<string>, List<CoveringTest>, bool)",100,1,,2,5,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap,MethodName : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap,BranchesToTest : List<string>,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap,CoveringTests : List<CoveringTest>,100,0,,2,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TestCoverageMap,HasAnyCoverage : bool,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine, ,43,130,1,73,773,292
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,ThreadSafetyEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"MakeMethodThreadSafeAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",41,9,,40,118,35
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"ConvertLockToSemaphoreSlimAsync(FilePath, string, CancellationToken) : Task<DocumentEditResult>",33,20,,59,175,60
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"FindUnsafeLazyInitAsync(string?, string?, CancellationToken) : Task<List<string>>",34,32,,45,130,56
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"FindCasLoopWithoutBackoffAsync(string?, string?, CancellationToken) : Task<List<string>>",40,19,,25,88,39
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"FindDoubleCheckedLockingAsync(string?, string?, CancellationToken) : Task<List<string>>",38,16,,40,102,47
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,DictionaryCheckMethods : HashSet<string>,86,0,,3,3,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,DictionaryAddMethods : HashSet<string>,86,0,,3,3,1
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,"FindCheckThenActOnDictionaryAsync(string?, string?, CancellationToken) : Task<List<string>>",39,17,,28,98,45
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThreadSafetyEngine,ExtractNullCheckedIdentifier(ExpressionSyntax) : string?,61,16,,11,31,7
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo, ,100,1,1,1,8,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,"ThrowSiteInfo(FilePath, int, int, string, string, bool, string?)",100,1,,1,8,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,Line : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,Column : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,ExceptionType : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,ContainingMethod : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,IsInCatch : bool,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,ThrowSiteInfo,MessageLiteral : string?,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding, ,100,1,1,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding,"TodoCommentFinding(FilePath, int, string, string)",100,1,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding,Line : int,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding,Kind : string,100,0,,0,1,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TodoCommentFinding,Text : string,100,0,,0,1,0
Type,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TypeMemberDetail, ,100,1,1,1,13,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TypeMemberDetail,"TypeMemberDetail(string, string, string, string, bool, bool, bool, bool, string?, string?, Nullable<int>)",100,1,,1,13,0
Member,RoslynSentinel.Basic (Debug),RoslynSentinel.Basic,TypeMemberDetail,Name : string,100,0,,0,1,0
