Scope,Project,Namespace,Type,Member,Maintainability Index,Cyclomatic Complexity,Depth of Inheritance,Class Coupling,Lines of Source code,Lines of Executable code
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,NumericClrNames : HashSet<string>,80,0,,3,4,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"FindUnsafeTypeCastsAsync(FilePath, CancellationToken) : Task<List<SafetyIssue>>",49,9,,29,46,21
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"DetectMissingNullChecksAsync(FilePath, CancellationToken) : Task<List<SafetyIssue>>",36,27,,42,117,50
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"HasNullGuard(BlockSyntax, string) : bool",50,16,,20,72,20
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"ConditionMentionsNullCheckOf(ExpressionSyntax, string) : bool",58,15,,9,26,10
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,IsNameofExpression(IdentifierNameSyntax) : bool,80,2,,9,7,2
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"FindNullDereferenceChainAsync(FilePath, CancellationToken) : Task<List<SafetyIssue>>",42,17,,33,96,36
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"ExpressionNullGuarded(ExpressionSyntax, string) : bool",60,12,,7,21,9
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityAndSafetyEngine,"FindArithmeticOverflowRisksAsync(FilePath, CancellationToken) : Task<List<SafetyIssue>>",48,11,,28,62,22
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine, ,48,171,1,70,842,318
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,SecurityEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,SecretNamePatterns : string[],81,0,,0,5,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"AnalyzeSecurityAsync(FilePath, CancellationToken) : Task<List<SecurityIssueReport>>",32,32,,38,151,60
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"FindHardcodedPathsAsync(string?, string?, CancellationToken) : Task<List<SecurityIssueReport>>",45,11,,26,53,28
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"CheckForSqlInjectionAsync(string?, string?, CancellationToken) : Task<List<SecurityIssueReport>>",40,17,,41,105,38
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"HasNonConstInterpolation(InterpolatedStringExpressionSyntax, SemanticModel?, CancellationToken) : bool",67,4,,12,18,7
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,IsDynamicStringConcat(BinaryExpressionSyntax) : bool,63,12,,6,18,7
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,ReDoSSignals : Regex[],80,0,,3,6,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"FindReDoSPatternsAsync(FilePath, CancellationToken) : Task<List<SecurityIssueReport>>",41,19,,35,95,38
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"Truncate(string, int) : string",79,2,,2,2,2
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,RegexFactoryMethods : HashSet<string>,84,0,,3,3,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"FindUnvalidatedRegexSourceAsync(FilePath, CancellationToken) : Task<List<SecurityIssueReport>>",38,22,,31,119,47
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,IsStringLiteralChain(ExpressionSyntax) : bool,87,2,,5,8,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,LoopKinds : SyntaxKind[],87,0,,1,4,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"FindRegexNewInLoopAsync(FilePath, CancellationToken) : Task<List<SecurityIssueReport>>",47,12,,30,56,25
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SecurityEngine,"DetectJsonAntiPatternsAsync(FilePath, CancellationToken) : Task<List<SecurityIssueReport>>",32,37,,40,158,60
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics, ,100,1,1,2,8,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,"SolutionMetrics(int, int, long, int, int, List<ProjectMetric>)",100,1,,2,8,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,ProjectCount : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,TotalFiles : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,TotalLines : long,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,TotalTypes : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,TotalMethods : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,SolutionMetrics,Projects : List<ProjectMetric>,100,0,,2,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine, ,42,53,1,57,352,206
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,TestingEngine(PersistentWorkspaceManager),96,1,,1,4,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,"CalculateComplexityAsync(FilePath, string, CancellationToken) : Task<TestComplexityReport>",44,5,,33,45,33
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,"GenerateTestSkeletonAsync(FilePath, string, string, CancellationToken) : Task<TestSkeletonReport>",35,16,,32,114,63
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,"GenerateTestScaffoldAsync(FilePath, string, CancellationToken) : Task<TestScaffoldResult>",31,21,,35,118,80
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,GetMockFieldName(string) : string,75,4,,2,6,3
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestingEngine,"AddBenchmarkStubAsync(FilePath, string, string, CancellationToken) : Task<DocumentEditResult>",47,6,,24,55,26
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult, ,97,1,1,0,7,4
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,"TestScaffoldResult(string, string, string, string, string?)",87,1,,0,7,2
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,ClassName : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,TestClassName : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,Namespace : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,Code : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,TestScaffoldResult,Error : string?,100,0,,0,1,1
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding, ,100,1,1,0,6,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,"UnregisteredServiceFinding(string, string, int, string, string)",100,1,,0,6,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,ConsumerClass : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,ConsumerFile : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,Line : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,MissingType : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UnregisteredServiceFinding,ConstructorParam : string,100,0,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput, ,90,8,1,2,12,4
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,Targets : List<UpliftBatchMultiTarget>,100,2,,2,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,Targets.get() : List<UpliftBatchMultiTarget>,100,1,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,Targets.set(List<UpliftBatchMultiTarget>) : void,100,1,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,MaxCallersPerMethod : int,100,2,,0,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,MaxCallersPerMethod.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,MaxCallersPerMethod.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,DryRun : bool,100,2,,0,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,DryRun.get() : bool,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,DryRun.set(bool) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,PropagateCancellationTokens : bool,100,2,,0,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,PropagateCancellationTokens.get() : bool,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiInput,PropagateCancellationTokens.set(bool) : void,100,1,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult, ,95,8,1,4,14,2
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,BridgedMethodName : string,100,2,,0,1,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,BridgedMethodName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,BridgedMethodName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,ProjectName : string?,100,2,,0,4,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,ProjectName.get() : string?,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,ProjectName.set(string?) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Result : UpliftBatchResult,100,2,,4,1,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Result.get() : UpliftBatchResult,100,1,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Result.set(UpliftBatchResult) : void,100,1,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Error : string?,100,2,,0,4,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Error.get() : string?,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiMethodResult,Error.set(string?) : void,100,1,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult, ,100,10,1,2,19,2
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,PerMethod : List<UpliftBatchMultiMethodResult>,100,2,,2,1,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,PerMethod.get() : List<UpliftBatchMultiMethodResult>,100,1,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,PerMethod.set(List<UpliftBatchMultiMethodResult>) : void,100,1,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalUplifted : int,100,2,,0,4,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalUplifted.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalUplifted.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalSkipped : int,100,2,,0,4,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalSkipped.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalSkipped.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalRemainingCallers : int,100,2,,0,4,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalRemainingCallers.get() : int,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,TotalRemainingCallers.set(int) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,StopReason : string,100,2,,0,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,StopReason.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiResult,StopReason.set(string) : void,100,1,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget, ,100,4,1,0,15,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,BridgedMethodName : string,100,2,,0,2,1
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,BridgedMethodName.get() : string,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,BridgedMethodName.set(string) : void,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,ProjectName : string?,100,2,,0,5,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,ProjectName.get() : string?,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchMultiTarget,ProjectName.set(string?) : void,100,1,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult, ,100,1,1,3,26,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult,"UpliftBatchResult(List<UpliftCallerInfo>, List<UpliftSkippedInfo>, int, string)",100,1,,3,26,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult,Uplifted : List<UpliftCallerInfo>,100,0,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult,Skipped : List<UpliftSkippedInfo>,100,0,,2,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult,RemainingCallers : int,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftBatchResult,StopReason : string,100,0,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo, ,100,3,1,1,25,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,"UpliftCallerInfo(FilePath, string, string)",100,1,,1,25,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,CallerMethod : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,CallerAsyncMethod : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,BeforeSource : string?,100,2,,0,9,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,BeforeSource.get() : string?,100,1,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftCallerInfo,BeforeSource.set(string?) : void,100,1,,0,1,0
Type,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo, ,100,1,1,2,13,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo,"UpliftSkippedInfo(FilePath, string, string, List<string>)",100,1,,2,13,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo,FilePath : FilePath,100,0,,1,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo,CallerMethod : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo,Reason : string,100,0,,0,1,0
Member,RoslynSentinel.Advanced (Debug),RoslynSentinel.Advanced,UpliftSkippedInfo,Diagnostics : List<string>,100,0,,1,1,0
Assembly,RoslynSentinel.Server.Advanced (Debug), , , ,65,753,2,333,6883,2136
Type,RoslynSentinel.Server.Advanced (Debug), ,ProgramServerAdvanced, ,31,23,1,79,199,80
Member,RoslynSentinel.Server.Advanced (Debug), ,ProgramServerAdvanced,Main(string[]) : Task,31,23,,79,196,80
Namespace,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced, , ,62,689,1,283,6684,1930
Type,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,RoslynSentinelServiceExtensionsAdvanced, ,43,19,1,33,197,117
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,RoslynSentinelServiceExtensionsAdvanced,AddRoslynSentinelEnginesAdvanced(this IServiceCollection) : IServiceCollection,39,1,,2,70,64
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,RoslynSentinelServiceExtensionsAdvanced,"AddRoslynSentinelToolsAdvanced(this IMcpServerBuilder, IServiceCollection, HashSet<string>) : IMcpServerBuilder",41,12,,24,97,43
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,RoslynSentinelServiceExtensionsAdvanced,"WarmupAndAutoLoadAdvanced(this IServiceProvider, string?, ILogger?) : void",60,6,,12,21,10
Type,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools, ,49,73,1,53,709,306
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_refactoringEngine : RefactoringEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_standardRefactoringEngine : StandardRefactoringEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_advancedStructuralEngine : AdvancedStructuralEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_mappingEngine : MappingEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_semanticRefactoringLibrary : SemanticRefactoringLibrary,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_granularRefactoringEngine : GranularRefactoringEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_advancedLogicEngine : AdvancedLogicEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_refinementEngine : RefinementEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_advancedTypeEngine : AdvancedTypeEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_structuralRefinementEngine : StructuralRefinementEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_codeStyleEngine : CodeStyleEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_codeFlowEngine : CodeFlowEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_advancedRefactoringEngine : AdvancedRefactoringEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_logicOptimizationEngine : LogicOptimizationEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_outParamRefactoringEngine : OutParamRefactoringEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_augmentEngine : MsToolAugmentEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_codeGenerationEngine : CodeGenerationEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_symbolNavigationEngine : SymbolNavigationEngine,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_workspaceManager : PersistentWorkspaceManager,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_config : SentinelConfiguration,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,_logger : ILogger<SentinelAdvancedRefactoringTools>,100,0,,1,1,0
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"SentinelAdvancedRefactoringTools(RefactoringEngine, StandardRefactoringEngine, AdvancedStructuralEngine, MappingEngine, SemanticRefactoringLibrary, GranularRefactoringEngine, AdvancedLogicEngine, RefinementEngine, AdvancedTypeEngine, StructuralRefinementEngine, CodeStyleEngine, CodeFlowEngine, AdvancedRefactoringEngine, LogicOptimizationEngine, ModernizationEngine, OutParamRefactoringEngine, MsToolAugmentEngine, CodeGenerationEngine, SymbolNavigationEngine, PersistentWorkspaceManager, SentinelConfiguration, ILogger<SentinelAdvancedRefactoringTools>)",52,1,,22,46,21
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,PreviewFileContent(string) : string,67,2,,3,12,6
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"ChangeSignature(string, string, int[], bool) : Task<ToolResult<object>>",56,2,,21,28,13
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"ConvertAnonymousToNamed(string, string) : Task<ToolResult<object>>",62,1,,18,19,9
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"InlineClass(string, string, string) : Task<ToolResult<object>>",60,1,,18,21,10
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"MoveAllTypesToFiles(string, string?, bool) : Task<ToolResult<object>>",50,6,,17,54,19
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"MoveAllTypesToFilesCore(Dictionary<FilePath, string>, bool, string, bool) : Task<ToolResult<object>>",57,4,,14,42,11
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"InvertAssignments(string, int, int) : Task<ToolResult<object>>",62,1,,18,20,9
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"PullUpMember(string, string, string, bool) : Task<ToolResult<object>>",54,3,,24,34,15
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"IntroduceParameterObject(string, string, string?, string[]) : Task<ToolResult<object>>",55,2,,18,26,13
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"Introduce(string, string, string, string, string?, string?) : Task<ToolResult<object>>",51,5,,21,38,18
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"ExtractMembers(string, string, string, string?, string[], FilePath[], string[], bool) : Task<ToolResult<object>>",36,16,,22,92,49
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"SyncInterface(string, string, string, string?, string?) : Task<ToolResult<object>>",46,8,,22,52,27
Member,RoslynSentinel.Server.Advanced (Debug),RoslynSentinel.Server.Advanced,SentinelAdvancedRefactoringTools,"Inline(string, string, string, string?) : Task<ToolResult<object>>",47,6,,21,52,26
